Name;Year;Genres;IMDBRate;MyRate;Voters
Novecento;1976;Drama History;7.7;9;19436
Догма;1999;Adventure Comedy Drama;7.3;8;194392
Умница Уилл Хантинг;1997;Drama;8.3;8;728625
Елизавета;1998;Biography Drama History;7.5;8;82983
Влюбленный Шекспир;1998;Comedy Drama History;7.1;7;195305
Золотой век;2007;Biography Drama History;6.9;7;60161
Перл Харбор;2001;Action Drama History;6.1;3;284532
Ванильное небо;2001;Fantasy Mystery Romance;6.9;6;227592
Открой глаза;1997;Drama Mystery Romance;7.8;8;58149
12 рaзгневанных мужчин;1957;Crime Drama;8.9;9;557153
Sleuth;1972;Mystery Thriller;8;8;40725
Destry Rides Again;1939;Comedy Western;7.7;9;8813
Тринадцать друзей Оушена;2007;Crime Thriller;6.9;6;287892
Невыносимая жестокость;2003;Comedy Crime Romance;6.3;8;83297
What Ever Happened to Baby Jane?;1962;Drama Horror Thriller;8.1;9;43050
L'Avventura;1960;Drama Mystery;7.9;9;21719
Молчание ягнят;1991;Crime Drama Thriller;8.6;9;1067673
300 спартанцев;2006;Action Fantasy;7.7;4;671465
Матч Поинт;2005;Drama Romance Thriller;7.6;8;185847
Вcе говорят, что я люблю тебя;1996;Comedy Musical Romance;6.8;8;32813
Мечта Кассандры;2007;Crime Drama Romance;6.7;8;47280
Чегo хотят женщины;2000;Comedy Fantasy Romance;6.4;7;175227
Проклятие нефритового скорпиона;2001;Comedy Crime Mystery;6.8;8;34976
Сенсация;2006;Comedy Crime Mystery;6.7;8;74304
After Hours;1985;Comedy Crime Drama;7.7;9;47163
Звёздные войны. Эпизод 5: Империя наносит ответный удар;1980;Action Adventure Fantasy;8.8;8;1001815
Человек-пaук 2;2004;Action Adventure Sci-Fi;7.3;6;477424
Звёздные войны. Эпизод 6: Возвращение джедая;1983;Action Adventure Fantasy;8.3;7;822884
Водный мир;1995;Action Adventure Sci-Fi;6.2;6;160591
Крепкий орешек 2;1990;Action Thriller;7.1;7;301786
Терминатор;1984;Action Sci-Fi;8;9;698137
Звёздные войны. Эпизод 3: Месть Ситхов;2005;Action Adventure Fantasy;7.6;8;612435
Александр;2004;Action Adventure Biography;5.6;4;150873
Поворот;1997;Crime Drama Thriller;6.8;8;45343
Звёздные войны. Эпизод 2: Атака клонов;2002;Action Adventure Fantasy;6.6;7;549253
Властелин колец: Две крепости;2002;Adventure Drama Fantasy;8.7;8;1283490
Звёздные войны. Эпизод 4: Новая надежда;1977;Action Adventure Fantasy;8.6;7;1072336
Человек-пaук;2002;Action Adventure Sci-Fi;7.3;6;615101
День независимости;1996;Action Adventure Sci-Fi;7;2;479963
Робин Гуд: Принц воров;1991;Action Adventure Drama;6.9;7;160482
Властелин колец: Возвращение короля;2003;Action Adventure Drama;8.9;7;1419558
Нет выхода;1987;Action Crime Drama;7.1;8;30499
Терминатор 2: Судный день;1991;Action Sci-Fi;8.5;9;865262
Терминатор 3: Восстание машин;2003;Action Sci-Fi;6.3;6;338929
Жестяной кубок;1996;Comedy Drama Romance;6.3;7;41699
Планета страха;2007;Action Comedy Horror;7.1;8;183421
Крепкий орешек;1988;Action Thriller;8.2;8;688670
Властелин колец: Братство кольца;2001;Adventure Drama Fantasy;8.8;8;1436612
Прирожденные убийцы;1994;Crime Drama;7.3;9;193665
Звёздные войны. Эпизод 1: Скрытая угроза;1999;Action Adventure Fantasy;6.5;7;626763
Человек-паук 3: Враг в отражении;2007;Action Adventure Sci-Fi;6.2;5;439982
Notorious;1946;Drama Film-Noir Romance;8;9;82343
The 39 Steps;1935;Mystery Thriller;7.8;9;44985
Окно во двор;1954;Mystery Thriller;8.5;9;378471
Сука любовь;2000;Drama Thriller;8.1;8;200482
Комната страха;2002;Crime Drama Thriller;6.8;8;229713
Гамлет;1996;Drama;7.8;7;33294
Перо маркиза де Сада;2000;Biography Drama;7.3;7;48076
Кинг Конг;2005;Action Adventure Drama;7.2;6;354678
Зодиак;2007;Crime Drama History;7.7;8;369785
Жизнь Дэвида Гейла;2003;Crime Drama Thriller;7.6;7;98657
Разрисованная вуаль;2006;Drama Romance;7.5;8;83963
Ship of Fools;1965;Drama Romance War;7.2;8;4419
Любовь и сигареты;2005;Comedy Musical Romance;6.3;7;10720
Morte a Venezia;1971;Drama;7.5;8;15735
Таинственный лес;2004;Drama Mystery Thriller;6.5;8;218184
Шестое чувство;1999;Drama Mystery Thriller;8.1;7;811778
Отчаянные путешественники;2007;Adventure Comedy Drama;7.2;8;158934
Мост Ватерлоо;1940;Drama Romance War;7.8;7;7813
Как малые дети;2006;Drama Romance;7.5;8;98737
Mogambo;1953;Adventure Drama Romance;6.7;8;6582
Леопард;1963;Drama History;8.1;9;19201
Вся королевская рать;2006;Drama Thriller;6.2;6;22256
Пианист;2002;Biography Drama Music;8.5;9;604098
Отпуск по обмену;2006;Comedy Romance;6.9;6;208792
That Hamilton Woman;1941;Drama History Romance;7.3;7;3409
Игра;1997;Drama Mystery Thriller;7.8;9;301555
Разум и чувства;1995;Drama Romance;7.7;8;88394
Назад в будущее;1985;Adventure Comedy Sci-Fi;8.5;8;881459
25-й час;2002;Drama;7.7;8;159942
Сияние;1980;Drama Horror;8.4;9;736040
Большой куш;2000;Comedy Crime;8.3;8;691590
Старикам тут не место;2007;Crime Drama Thriller;8.1;9;729417
Убить пересмешника;1962;Crime Drama;8.3;9;259748
Помни;2000;Mystery Thriller;8.5;7;988875
Секреты Лос-Анджелеса;1997;Crime Drama Mystery;8.3;9;475549
Невероятный Халк;2008;Action Adventure Sci-Fi;6.8;7;377210
Сохраняя веру;2000;Comedy Drama Romance;6.4;8;47176
Зелёная миля;1999;Crime Drama Fantasy;8.5;8;951914
V значит Вендетта;2005;Action Drama Sci-Fi;8.2;8;917447
Амели;2001;Comedy Romance;8.3;3;625732
Всё о Еве;1950;Drama;8.3;9;102118
Чужой;1979;Horror Sci-Fi;8.5;8;680283
Нефть;2007;Drama;8.1;7;443369
Город грехов;2005;Crime Thriller;8;9;703749
Barry Lyndon;1975;Adventure Drama History;8.1;9;125409
Хороший год;2006;Comedy Drama Romance;7;6;79927
Особо опасен;2008;Action Crime Fantasy;6.7;6;330777
A Streetcar Named Desire;1951;Drama;8;9;88312
Карты, деньги, два ствола;1998;Comedy Crime;8.2;6;475831
Беги, Лола, беги;1998;Crime Drama Sci-Fi;7.7;7;174836
Гангстер;2007;Biography Crime Drama;7.8;4;355248
Маленькая Мисс Счастье;2006;Comedy Drama;7.8;8;396875
Казино;1995;Crime Drama;8.2;8;395647
Пираты Карибского моря: Проклятие Чёрной жемчужины;2003;Action Adventure Fantasy;8;8;930968
Arsenic and Old Lace;1944;Comedy Crime Thriller;8;8;59832
Бутч Кэссиди и Санденс Кид;1969;Biography Crime Drama;8.1;9;179787
Свидетель обвинения;1957;Crime Drama Mystery;8.4;9;85105
Секретные материалы: Хочу верить;2008;Drama Horror Mystery;5.9;6;83894
